review_title,cust_rating,cust_review_text,date_experience,comment_length,sentiment
all ok,3,ok ship slowly,2021-01-04T17:08:30.000Z,44,0.054999999999999966
I usually love nike bought a lot of…,1,usually love nike buy lot stuff dpd courier dump parcel outside door ive cctv buy top send wrong one aparently send new one impress,2021-01-04T00:57:27.000Z,210,0.022727272727272724
Wonderful,5,amaze shoe never see better shoe life late office anymore thank flyzoid lifechanging innovative shoe,2021-01-03T18:30:52.000Z,161,0.45375
Awful,1,awful order nike trainer come right shoe look like childrens craft project sol even different start return tell print return label dont printer tell nike id find one eventually arrange dpd come collect dpd say theyve scan since th ive gotta contact nike start investigation hate company dont problem order product site nikecom self atrocious another example big company thats stop care customer service staff rude uncaring live chat joke unhelpful awful experience never,2021-01-03T14:42:08.000Z,759,-0.2275383707201889
Staggeringly poor customer service,1,submit warranty return st october pair faulty trainer acknowledgement receipt update contact nike pretty much every week via chatphone fob every occasion one call nike call handler tell send back empty box fast forward december tell need send bank statement proof purchase despite send october wait day take upto present day im tell another week wait throughout correspondence update assure nike staff enquiringi rarely move make consumer review positive negative worst experience ever zero star option still would generous,2021-01-02T11:08:16.000Z,804,-0.0225206611570248
I ordered (and paid) for joggers on Dec…,1,order pay jogger dec dec nike send up track number via email say item ship never receive christmas gift son call up track tell nike create track number never give merch talk nike say up merch nike refund longer item stock disappoint order plenty time christmas assume way would know nike didnt follow end could reorder find replacement gift instead spend hour try find son jogger,2021-01-01T18:50:23.000Z,652,-1.0
I would rate them zero stars,1,would rate zero star customer service appal say thing like let turn negative experience positive one talk load garbage resolution promise deliver sadly many large organisation adopt attitude,2021-01-01T15:11:31.000Z,277,-0.034740259740259724
I would have given zero if I could!!,1,would give zero couldi buy nike uk year never againeverything okay need help youre order gift card christmas gift never come dispute send email call time do nothing basically tell thankfully pay via paypal open claim nike refuse acknowledge message say honestly worst customer service ever receive week nonstop call still ignore every time make contact buyer beware need help receive nothing nike motto clearly get money runterrible terrible terrible,2021-01-01T12:21:21.000Z,772,-0.1253472222222222
I'm just wondering why I paid 200.00…,2,im wonder pay pair nike work wear work stop every minute tie shoe nurse buy nike work shoe dont stay tie think money spend could get shoe stay tie disappoint nike,2020-12-31T20:04:28.000Z,339,-0.9750000000000001
You’d think that a company this big…,1,youd think company big would decency good customer service legit run website cant even order hoodie want call customer service laugh upset forsake reason cannot order website unbelievable,2020-12-31T17:20:51.000Z,300,0.2875
ordered some 95s ended up with some ra…,1,order end ra shoezone shitflickers,2020-12-31T17:13:32.000Z,60,0.0
I returned the wrong trainers to Nike…,1,return wrong trainer nike accident limit edition pair call prewarn fact note trainer eventually arrive nike nike word throw binthey throw pair trainer bin competition month ago today far concern nothing speak head europe nike phone basically tell f multibillion pound company throw trainer away refuse anything,2020-12-31T11:10:22.000Z,588,0.03214285714285715
Poor customer service,2,order place time christmas deliver time nike customer service nothing assist help get item time expensive item order christmas present arrive day late unhappy customer service,2020-12-31T09:15:31.000Z,278,-0.395
Its getting really irritating that nike…,1,get really irritate nike still hasnt fix issue bot ive give nike app together use one favorite apps understand im gonna always get shoe year since able get know probably dont care im one person think share frustration,2020-12-30T15:19:15.000Z,385,0.175
Impressed,5,ive use nikeie year order total easy order good delivery track always choice store general cheaper store easy free return post office use chat speak reiv one return wasnt process turn fault use incorrect return label sort quickly process refund wait chat serviceand reiv quick get speed cheerful helpful service seem seamless thank nike continue use website purchase,2020-12-30T10:01:40.000Z,633,0.31303030303030305
Absolutely shocking service,1,absolutely shock service dont exchange pair shoe youll never see pair unless call time spoon fee step dreadful service like employee listen absolutely nothing say warn,2020-12-30T09:28:41.000Z,253,-0.6
One more infinitely terrible experience…,1,one infinitely terrible experience nikecomwas offer girlfriend giftcard suppose deliver online never come usinfinitely vague answer poorly inform customer service redirect page use contact idiot wait girlfriend refund never wear anything nike ever,2020-12-29T20:34:30.000Z,376,-0.44000000000000006
Good quality,5,good quality fast delivery,2020-12-29T17:08:24.000Z,33,0.44999999999999996
Don't by from Nike.com,1,order present xmas th december money take account immediately delivery suppose th put back th st dont know go get present deliver speak customer service appal apology reassurance trainer arrive avoid nike,2020-12-29T13:07:17.000Z,341,-0.1708984375
I purchased a gift card on 15th Dec,1,purchase gift card th dec mean xmas present son inform xmas eve wouldnt arrive time ring customer service inform delay due brexit huh also inform couldnt get immediate refund would wait get money back day later im still wait still cant get son xmas present ring customer service today tell delay due technical issue end brexit tell would wait day get money refund end call customer service rep proceed inform amaze new product nike website apology would nice get sale pitch instead horrible company,2020-12-29T11:16:08.000Z,801,-0.015464190018078507
i bought a pair or black nike 270 in a…,2,buy pair black nike size week ago turn however size nike react vision white orange ca get shoe mix ive email head office customer service still response pay shoe ive look price one send cheaper disgust,2020-12-28T17:27:49.000Z,373,-0.2916666666666667
My partner bought me a BD gift from…,1,partner buy bd gift nike use account th november never receive good today december tell payment hasnt process today find many contact previous week never tell havent pay,2020-12-28T12:51:46.000Z,276,0.08333333333333334
Really useless bunch,1,really useless bunch week delay cancel trainer buy online none clue go better jd sport,2020-12-26T18:19:14.000Z,169,0.0
Great experience!,5,great experience,2020-12-25T16:04:19.000Z,17,1.0
DO NOT SHOP FROM NIKE.COM,1,shop nikecom worst customer service ever still havent refund sport bra return month ago owe order number c customer service mess newly create sport brand like gymshark much better never shop nike disappoint unprofessional service provide,2020-12-25T14:02:18.000Z,394,-0.12272727272727273
THEIVES and LIARS,1,theives liarsordered th december never arrivedtracking number go invalid two week ago try say way refund dont buy kid brand brand nike steal money,2020-12-24T21:48:49.000Z,274,-0.125
Nike should be embarrassed,1,terrible customer service count order arrive time nike accept responsibility work distributor order defer responsibility something happen obviously fake name someone chat india hollow apology runarounds customer service cant even spell english buy nike,2020-12-24T14:52:41.000Z,390,-0.34500000000000003
Customer service not helpful at all,1,customer service helpful actively avoid help resolve issuesregularly get disconnect midway use online chat facility,2020-12-24T12:11:14.000Z,148,-0.13333333333333333
Terrible customer services,1,terrible customer service money take account without authorisation customer service respond owe since start nov time pandemic financial crisis nike add mental distress chase write help service warn dont shop nike especially offer take money pay back,2020-12-24T12:06:56.000Z,404,-0.16666666666666666
Pathetic Service,1,pathetic order gift card th tell delivery th dec receive email say order delay would fulfil christmas would make allowance something stick dover piece plastic need post poor,2020-12-24T11:58:08.000Z,303,-0.5066666666666667
I’ve ordered 23 items,5,ive order item trainer football boot tracksuitssocks everything come arrive today xmas eve order weekendbrilliant service,2020-12-24T11:10:14.000Z,162,0.0
NIKE SUCKS,1,bullsht company cancel order reason never notify reorder person go get gift time christmas nike suck bag dcks fuk nike,2020-12-23T22:11:56.000Z,212,-0.15
Ordered shoes on the 15th,1,order shoe th advertise would receive christmas two day say deliver notice didnt even tag send day order youre gonna try like amazon dont misadvertise dont wait entire day order place start shipment youre embarrassment online order community,2020-12-23T19:32:26.000Z,435,0.0
Where is my Christmas item??,1,order tracksuit christmas present th dec expect delivery day day christmas tell dont know package offer refund take work daysor order pick next day delivery completely rubbish,2020-12-23T17:11:46.000Z,301,0.006249999999999999
Absolutely diabolical customer service…,1,absolutely diabolical customer service nike various people answer phone one time call anyone know talk take minute generally get ask sort information nike trainer buy year winter hole send quality control review far hear nothing cost originally cheap wont buy due disgust service offer absolute joke,2020-12-23T13:57:16.000Z,589,-0.09687500000000002
Franchement abusé impossible de…,2,franchement abus impossible de commander ya tjr un truc qui va pa,2020-12-23T11:08:15.000Z,67,-0.6666666666666666
I could give it 0 star⭐,1,could give star nike worst experience could find along staff entire company first cancel order without inform input wrong address give different expect delivery stay home lose day job ship company couldnt find address input try let package hold fedex location pay uber go package wasnt contact management tell cant anything even refuse speak solve issue could compensate money spend yet havent receive package yet call back return package warehouse refund cooperate worst place shop advice anyone shop addidas place,2020-12-22T21:48:51.000Z,859,-0.2575
They dont even deserve 1 star tbh,1,dont even deserve star tbh order nike stuff feel lucky warehouse nike jd use useless incompetent people dpd receive parcel day ago never ever buy nike stuff jd nikecom ever boy mean cause alot stress effect health condition feel sick stress doubt ill enjoy xmas co stress,2020-12-22T17:41:38.000Z,442,-0.20543154761904764
Nike Sweden didn’t register a return!!!,1,buy pant send back r didnt register return first time,2020-12-21T23:16:33.000Z,103,-0.152587890625
Thanks Nike.,5,nothing bad say nike free delivery free return way positive experiance support lovely helpfull team end get two pair great run shoe thank nike,2020-12-21T21:23:53.000Z,217,0.26103896103896107
Happy runner,5,happy runner buy new pegasus week ago really like run nike ecommerce always deliver time,2020-12-21T18:29:57.000Z,129,0.29659090909090907
I don’t ordinarily frequent Nike,1,dont ordinarily frequent nike know grandson would love gift card nike christmas total nightmare try several time order one online keep get error message finally call representative first tell system try later still work later call rep speak payment office seem one could figure problem finally settle modells,2020-12-21T17:20:45.000Z,485,0.06944444444444445
Fast devilery but the quality of my…,3,fast devilery quality shoe aweful im use id rather go store instead next time,2020-12-21T14:49:07.000Z,136,0.1
Awful service,1,awful service wait two week order week late delivery date give query tell item lose transit ask could refund ship resend item response cannot confirm wont lose transit take full refund present time christmas avoid order nike,2020-12-21T14:06:45.000Z,373,-0.23750000000000002
Nike.ie is the best sports retailer…,4,nikeie best sport retailer online delivery item arrive day super return simple alsothe thing fault online store doesnt stock lot item find dublin store,2020-12-21T13:25:46.000Z,252,0.3333333333333333
Love their clothes and shoes,5,nike one favorite place get cute trendy activewear hoodies even shoe,2020-12-20T16:41:31.000Z,93,0.5833333333333334
A JOKE! Nike React…,1,recently buy nike react wear timesa hole start appear near righ foot big toe isnt normal clearly faulty fabric isnt strongi contact nike australia customer service picture attach dont want exchange even send voucher ridiculousthose shoe worth thing shouldnt happenmarie,2020-12-20T06:26:17.000Z,408,0.09285714285714285
I definitely love Nike products.,2,definitely love nike product order nikecom best experience usually go nike factory nike store pick nike product last couple year order online issue time website work properly item order totally incorrect,2020-12-20T05:52:32.000Z,340,0.20833333333333334
Nike.com has accepted my online order…but!,1,nikecom accept online order december today december th contact via online chat individual end communicate inability fulfill order insist answer almost two week inform chat supporter disconnect last time use nikecom,2020-12-19T20:20:25.000Z,352,-0.052083333333333336
Item not arrived and got no support…,1,item arrive get support customer service,2020-12-19T13:42:33.000Z,62,0.0
Do not order online from NIKE UK,1,order shoe month ago shoe never arrive contact time keep tell lie wait couple day dont receive shoe refund escalate matter blah blah blah finally realise chance refund dispute purchase bank open case nike nike uk customer service appal never order,2020-12-18T22:18:47.000Z,431,-0.0875
I ordered trainers two days ago and…,1,order trainer two day ago website state id receive today cant tell trainer likely arrive state eta know arrive date people wait check email chase via phone n wounder people get annoy,2020-12-18T17:29:55.000Z,323,-0.2
ok until there is a problem with the product,1,regular customer nike never problem pair develped fault contact nike agree warranty tell send back full refund return initiate nov post trainer chase many time money still refund every time new story tell wait day money transfer think lie escalate matter bank extremely disappoint,2020-12-18T14:40:37.000Z,551,0.06704545454545455
They sent me a message that my order…,1,send message order deliver hadnt receive cause search around property visit neighbour spend time lodge aussie post case contact nike carrier team xmas present rethink offer future purchase hassle endure nike disconnect au post wouldnt order online,2020-12-18T07:45:56.000Z,413,0.0
I have never had a worst experience…,1,never worst experience buy online life pay apple pay website read apartment number delivery address ship item wrong address contact everyday since up say sender update address tell several time issue would fix escalate elite team yesterday talk another representative tell people lie nothing escalate one anything fix issueworst brand customer service ive ever ver deal aware buy definitely care customer want money,2020-12-16T23:47:04.000Z,709,-0.165625
Ordered shoe i wanted on their site and…,1,order shoe want site promptly take payment couple day later email say get still wait refund totally shock,2020-12-16T19:15:21.000Z,180,-0.5
Reliable service,5,order multiple pair shoe past year nike item arrive quickly return one item issue find return process straightforward love easy use app,2020-12-16T14:10:45.000Z,214,0.26875
Lucky to get 1 star,1,lucky get star shoe arrive mark scuff new cost partial refund offer choice accept due time scale christmas mean exchange wouldnt take place time offer discount code order would require wait refund take place take past christmas shock staff rude cheeky apparently case refer senior management couldnt compensate,2020-12-16T11:05:18.000Z,466,-0.1459848484848485
Brilliant,5,nike normally brilliant free delivery return customer service generally goodonly one issue solve end give,2020-12-15T22:46:47.000Z,158,0.45
Unable to contact,1,telephone number dont appear work,2020-12-14T11:02:07.000Z,44,0.0
Absolutely disgusting customer service,1,absolutely disgust customer service receive shoe almost month later stain yellow refund go take upto another month get money back filthy shoe nike care never buy,2020-12-13T06:20:59.000Z,245,-0.36
Do not order from Nike,1,order nike worst customer service quite clearly give damn customer service order tech fleece money pay gift card rest card tech fleece come n big return nike store oxford person return good rude deceive ask gift card go get refund money pay card gift card say worry money account give minimum work day day later money pay card return back gift card call customer service speak many agent rude say there proof track fund gift card refund total cost order find nike condescend deceive think prestigious brand disregard customer advise one order nike one worst nike still owe money,2020-12-12T16:38:32.000Z,1088,-0.18666666666666668
Best delivery yet!,5,nike pull one bag black friday sale miss trainer want pick another pair although size stock could go buy chance arm get confirmation email say money take account yet day ago get notification charge nikei hopeful stun pair trainer arrive door theyre gift love themwell do nike direct forever,2020-12-12T11:21:25.000Z,513,0.40381944444444445
Don’t order gift card you do not get…,1,dont order gift card get presentation box query chat line customer service wasnt helpful,2020-12-12T04:59:25.000Z,127,0.0
Do not order from Nike.com....terrible…,1,order nikecomterrible customer service order expensive shoe son break month contact nike exchange ship shoe back hear nothing month look account refund exchange cancel contact say never receive iti ship confirmation wait elite customer service team email contact customer service three time first two people idea hopefully last one get help ill update review worst experience ever retailer waste hard earn money company,2020-12-10T20:04:56.000Z,726,-0.2488095238095238
Worst customer service and they’ve now stolen from me,1,purchase shoe store august break within week call nike away holiday purchase ask send photo shoe would receive refund didnt receive anything ring week later ask send bank statement prove purchase still refund tell couldnt refund store purchase drive mile back store tell wasnt acceptable eventually say send shoe back get refund receive shoe th november still refund ring time since spend hour phone still refund really frustrate contact phone number staff refuse help worst company ever steal shoe refund,2020-12-10T17:05:05.000Z,859,-0.22812500000000002
Worst customer service & experience online/offine is not seamless,1,worst customer service experience onlineoffine seamless sense customer service store issue relate refund get return first refund give paper money sweden give know store gonna close half year go store open ask could get money back able purchase online option store manager insist fault ask money back will take ownership issue contact customer service get online code buy online instead option go little store one stockholm assortment like insist buy thing sake buyingthe customer service store manager help,2020-12-10T15:45:16.000Z,928,-0.05565476190476191
Outdated system and a really bad…,1,outdated system really bad experience order product need change different size happen call send product back would send new size day didnt hear anything call tell product stock choose size instead would give refund voucher useless product stock place exchange ask representative first time would easier buy new product send one back assure easier bad service bad experience outdated system mean even us phone service anymore,2020-12-10T10:50:12.000Z,758,-0.23676948051948046
Not even 1 star,1,even star ring time refund month still receive,2020-12-09T23:33:06.000Z,103,0.0
Absolutely shambolic showing by Nike.,1,absolutely shambolic show nikeordered trainer never even make courieronce id enough contact replacement refund say item stock ask refundthey proceed send gift card amount even though pay debit cardthere term condition state original payment methodi go live chat cancel gift card issue refundthat refund still week live chat cut short advisorque tonight conversation live chat tell refund issue system soon question get cut rudest unhelpful advisor yetshocking say alot dont complaint department eitheri write ombudsman get sort fastits borderline theft dont believe ill recieve say refundglobal company ashamed,2020-12-09T20:36:33.000Z,986,0.23156565656565656
Attention Nike Turkey,1,attention nike turkeywhere order order oct order g shoe arrive track number yurtici kargo nike turkey respond least refund money,2020-12-09T18:55:57.000Z,223,-0.3
Dreadful,1,dreadful order never arrive contact say would find contact contact say order return stock available order week christmas product able send advertise email couldnt contact good return never,2020-12-09T14:56:26.000Z,332,0.04375000000000001
I won’t buy from Nike.com,1,wont buy nikecom make order store deliver therei buy sneaker th november reason nike think smart use side contact company call lasership today th pay fast ship lasership yet tell package customer service department say jacksonville fl facility hold offer pick present maybe min away wont let dont answer service cant call facility lasership suck blame nike well use trust hole company waste time like say package present smh,2020-12-09T02:23:24.000Z,750,-0.017142857142857144
Very poor customer service,1,poor customer service rude unprofessional call staffstaff able understand different nationality poor english hang try meet problemone call rep laugh think whole problem funnystill sort issue week later big company would expect much,2020-12-08T18:33:35.000Z,383,-0.02445312500000002
Nike UK is incapable of fulfilling orders - AVOID!,1,tldr worst order fulfilment ever experience day dispatch nobody give information item whereabouts order place pair overprice run shoe nd november day delivery option instantly give delivery day st december quite lot later major issueits th december numerous nike representative utterly incapable help locate order instead inform person issue struggle locate order fulfil appropriate response situation like would close website order catch demand indication website order cannot fulfil appear nike customer uk boatfor extremely wealthy global brand whose image synonymous speed excellence sad place end wonder american hq aware uk wing outsource incompetent,2020-12-08T17:59:58.000Z,1141,0.05110294117647059
I wanted to buy some gift cards and…,1,want buy gift card try buy save time website app joy neither option bite bullet ring customer service min hold get order card email confirm order nike fail receive card date state find pending payment disappear bank contact customer service generous assure order would fulfil would receive email herhim update link suffice say email back phone ignacio escalate problemcomplaint also question bankhad refuse payment assure hadnt surely nike would contact problem payment give payment pending day disappear dismiss querynow wont surprise promise would receive email escalate superviser manager havent whole experience shock huge company like nike cannot fulfill orderwhich complicate date im still sure get order source gift card retailer could get card elsewhere amazon supermarket would im almost sure experience customer service would far better nike,2020-12-07T19:09:48.000Z,1536,-0.03214285714285715
DO NOT use Nike for company orders or large orders,1,place large order nike company process point take week commit point ive spend much time even close order complete cannot get line human help issue keep get tell request escalate take business day get even single question answer answer come form email noreply impossible troubleshoot customer service cannot fix anything escalate get problem resolve start grind floor every time work silicon valley tech company im im someone doesnt know use technology place order system antiquate handsoff overall offer resolution horrible customer service order bulk company order nike,2020-12-07T18:55:46.000Z,929,-0.14708994708994708
0 stars,1,apparently package transit write site package leave international hub dont recomend big liers want seem nice big lie inside,2020-12-07T18:14:14.000Z,211,0.10833333333333334
Blocked my account for no reason,1,block account reason call time email chat put order gift card different customer service rep solution always come excuse even though speak level supposedly highest level supervisor inefficient slow bad lose major snkrs drop cancel order manage put due fraud,2020-12-07T15:50:58.000Z,396,-0.18541666666666665
Never buying anything of nike.com ever…,1,never buy anything nikecom ever order due still havent dispatch call info one seem know whats go one able contact warehouse get info tell dispatch shoe im appal service customer service help whatsoever dont buy online,2020-12-07T12:43:27.000Z,341,-0.1416666666666667
So bad,1,wait day order never come come week later complaintssent back track say deliver say really bad experience joker beware,2020-12-07T09:53:21.000Z,183,0.1458333333333333
Refund not received!!,1,order pair trainer daughter nike online th november get discount return trainer nike store th november due fit daughter require exchange bigger size want return online discount longer available would pay full price exchange pairwhen return trainer pair size require store would order online receive home address store assistant put return trainer come another discount code apply store assistant return original card paymenti receive confirmation email look good problem start delivery date give email go contact nike online tell process order next couple day plausible time year due u second lockdown people order online date come go order number send work online try track order contact store tell contact head officei contact nike telephone think would better talk someone rather message someone explain situation telephone minute tell delay order would receive follow week get feed nike another discount code could use trainer daughter want christmas purchase trainer apply discount code even although still receive original pair new delivery date come go contact nike via online tell problem order due item stockwhich strange already receive pair order day without issue explain customer service advisor explain think receive trainer would like money refund happy receive email confirm order cancel refund due would receive still wait refund pair trainer receive th november refund put take day refund return bank account still waitingabsolute disgrace lose faith well know company,2020-12-05T19:57:52.000Z,2776,0.18586115056818184
I ordered a pair of boots two weeks ago…,1,order pair boot two week ago suppose arrive three day ago still havent hear anything track detail say wait operator npd process still say arrive yesterday,2020-12-05T19:32:46.000Z,238,0.0
Ordered two pairs of trainers on the…,5,order two pair trainer rd receive today th please thank nike happy,2020-12-05T14:39:10.000Z,113,0.39999999999999997
Personally I didn't have any bad…,4,personally didnt bad experience nike shoe last couple year clothe maybe less im grow ye complaint,2020-12-04T23:10:58.000Z,166,-0.21666666666666662
a woke left wing supporting corporation…,1,wake leave wing support corporation employ sweat shop make product,2020-12-04T22:46:09.000Z,85,0.125
I never write on these sites but be…,1,never write site warn try contact deal nike extremely disappoint think worst customer service year one could sort issue cut tell wait see give son gift card go bin never purchase one appal service,2020-12-04T11:07:24.000Z,378,-0.7000000000000001
Dreadful customer service,1,order golf shirt christmas present husband mid november due delivery november email say delay cannot get response email customer service linethis pay careful order nikecom disappoint,2020-12-04T02:52:10.000Z,321,-0.246
The worst customer service I have ever…,1,worst customer service ever experience owe refund send trainer back straight away due big proof send back photo email proof purchase track etc send order number could provide return shoe tell would ok long send proof return shoe send proof email nike assist wait month phone idiot phone decide cant get refund dont order number wouldnt let speak someone else manager basically leave device rude unhelpful billion company service nike provide shockingly bad one ever reply email retail company reply back within day nike get customer service team sort give refund,2020-12-03T22:05:31.000Z,986,-0.028676470588235296
Terrible service!!!!!!,1,dont normally leave review dissapointed service nike customer service refuse change size brand new unworn trainer recived gift unfortunately sister cannot find receipt purchase cash go store tell call customer service would able give gift receipt wrong go round round circle top management refuse call back speak appal behaviour want change size refund,2020-12-03T14:12:00.000Z,591,-0.046363636363636364
Worst company ever,1,worst company ever dont give sh costumer terrible consumer service buy shoe give week delivery past week talk surprise order even hadnt dispatch,2020-12-03T09:41:13.000Z,222,-0.75
They have got the worst customer…,1,get worst customer service dept unprofessional rude last rep name saforia yawn repeat order number time order suppose cancel get run around call three time everyone spoketo unhelpful lazy nikewhy youre customer service team run moreprofessionalsounding rep neverorder anything online,2020-12-02T21:54:23.000Z,438,-0.3875
Ruined my entire disposition,1,terrible order place though screenshot time error message spend hour try place multiple time call cyber monday deal expire correct percent say transfer supervisor apply additional inconvenience discount sebastian supervisor disrespectful would interrupt talk way try get shut could explain issue seem didnt even ask explain go would manipulatively talk long time attempt try throw make forget try say didnt get full sentence without attempt shut get piss read error code cut pretend like could hear conclude try talk authority would grateful therefore would give discount would allow order process previous rep place would hang sec say email proof try place order hour ago would email email never get email basically lie phone record something else next customer rep say write note would allow call back say nike close night way manipulate able help put note would service regard issue none follow supervisor would speak call multiple time squeeze offer service whenever call basically use authority silence shut outdown wouldnt able voice problem dont even know thats allow know go put much crap wouldve never order nike first place customer service supervision upset acceptable will sign brand deal guy offer since dont want anyone else treat like try get rid play team clearly ability make experience better instead decide find loophole hurt stop call one person will listen try say would say allow speak anymore allow speak try buy nice pair shoe cyber monday much waste time energy end nothing resolve correct order even place upset im confuse company culture nike embody disappoint service bad undermine dont think worth shoe honestly,2020-12-02T18:02:46.000Z,3013,-0.03546296296296295
#freeuyghurs,1,freeuyghurs,2020-12-02T15:00:49.000Z,12,0.0
Bad Nike experience,1,awful customer service nike procedure customer help wish didnt waste minute phone try solve something nike suppose solve disappoint experience,2020-12-02T13:44:16.000Z,197,-0.725
Nike are too big to care...and they don't..!,1,nike big care wont go detail several sub standard experience obviously one look many really bad review herein addition product nowhere near good adidas customer service patch either bye bye nike,2020-12-02T10:27:07.000Z,310,0.11250000000000002
Really good customer service,5,order wasnt perfect get touch nike customer service live chat feature pleasantly surprise representative name ronaldo help ship miss item order walk returnreorder process shoe didnt fit well addition make sure get discount reorder shoeshe patient courteous probably best customer service ive ever experience,2020-12-02T03:40:47.000Z,471,0.4536363636363637
Don’t honour discounts promised,1,try order trainer nike four day run black friday weekend payment get decline one customer service agent suggest problem bank contact bank say card fine advisor say would honour order even promotion finish plus another mess round say note would system account phone would honour discount order go representative ask whole card number along expiry date ccv give still decline worry representative bank detail end phone credit card block card securitystill trainer terrible customer service could give star would,2020-12-01T20:06:49.000Z,866,-0.11666666666666665
Faultless,5,rip leave extremely disappoint jd sport decide shop use nike app order twice absolutely problem delivery track faultless everything perfect order make sure download app buy im sure website reliable im see load bad review unsure,2020-12-01T19:40:05.000Z,399,0.13333333333333336
disgusting,1,order place sign good decide cancel order without warn,2020-12-01T17:37:32.000Z,98,0.7
I've ordered some Jordans from Nike.com…,1,ive order jordan nikecom th september order get stick nl warehouse since last month ive speak every week customer support department agent tell story finance department approve request answer work day even every time call see day pass several time add comment case nothing happeningi read carefully review nike doesnt give st customer,2020-12-01T15:39:15.000Z,575,0.04583333333333334
Karissa* CZ9700-001 UPC 00194496018561,2,return nike air max shoe shoe buy kohl poor workmanship nike cause trip dr office remote turn pop blister son autistic nobody look forward anything happen think video present court law personal injury attorney see please feel free contact thank nike,2020-12-01T14:43:31.000Z,439,-0.014285714285714275
Good trainers but terrible customer…,1,good trainer terrible customer service definitely world top company first time use website order online terrible tryordered pair trainer get confirmation dispatch never get product day contact chat centre say order lose would reorder want trainer stock didnt get trainer event need miss buy another product black friday saletheir customer service didnt offer sort solution add another unhappy customer record roger,2020-12-01T11:00:24.000Z,653,-0.14629629629629629
Nike Service is a JOKE!!!,1,first nike canada nike global time go hassle advise name email address issue etc im uk finally think get uk cut athlete time waste routinei dont believe desire offer type service past take money frustrate joke,2020-11-30T19:27:19.000Z,376,-0.14285714285714285
Ive found there store to be very good…,3,ive find store good delivery okay love clothe need upgrade order process bite,2020-11-30T16:57:32.000Z,136,0.6025
Terrible customer service,1,terrible customer service place order day ago sign contact customer service time time fob one even say hold due traffic jam eventually give try cancel order morning tell would take another two week request cancellation rep hang madness customer service dont actually anything help customer,2020-11-30T11:42:43.000Z,466,-0.3984375
Disgusting service - utterly disappointed,1,order pair trainer payment take confirmation email receive nothing day get app notification say order cancel zero explanationthese go holiday two day timethanks nike ill stick adidas futurethey deliver next day free also communicate customersdisgusting brand get big loose interest customer relation know always customer,2020-11-30T08:34:06.000Z,485,0.03961538461538462
Crooks and liars in disguise.,1,start im absolutely furious company appal way ive treat number transaction also seek information tell wrong information colleague phone keep hold minute minute timecredit people payasyougos phone bill nearly come try sort issue incompetent staff seem want infuriate terminate call early dont deal disgust company accuse fraudulent activity account know havent commit kind fraudulent activity total lie try cover self mistake waste money phone hold queue find situation wasuntold number time receive manager call back set time didnt happen thenim finally call back manager call adam speak number time come phone information give hasnt speak another mistake part doesnt take idiot work someone ring issue know issue need speak irrelevant people get back customer make complaint disgust company make worry account credit card detail open fraud explain go onand wont explain go know nothing go want try get system put place shut every mistake make dont like itif youre go people reception answer phone public know right information tell get annoy customer tell run business certain thing work spend lot money year product nike respect get make accusation dont want clear safe people detail safe credit card information wont explain happen crook look information safe either somebody accuse something explain whywould staff member like accuse crime havent do know answer put every single phone call every single video make internet everybody wise company nike seem lie cheat way discriminate disable money lose principal go everything power shame company daily basis seek legal representation around situation take disgust company court commit fraud also defamation character pick wrong little person reason infuriate do absolutely nothing treat way amateur havent get clue theyre turn people life upside accuse criminal activity proof whatsoever dare crazy thing still dont know credit card address safe people wise youre use company old deal put people mindful dont even want give one star amount follower story surely go reach many people disgust liar,2020-11-28T17:02:30.000Z,3750,-0.061597416744475546
Should be 0 stars!!!,1,didnt want give star service bad take money day nothing arrive contact customer service long hour later admit shoe lose transit wouldnt offer replacement refund fail answer simple question wonder would get money back hadnt push issue,2020-11-27T19:00:20.000Z,373,-0.17857142857142858
More Nike theft,1,others say nike seem steal money make order today second later duplicate order place however amount money log bank account try cancel one cant contact customer service jhan say dont worry return duplicate youll get refund didnt get money take without authorisation wasnt acceptable practice within minute impossible cancel order cant right duplicate order make without authorise payment something wrong system wont shop email nike address paypal receipt find doesnt exist something wrong indeed nike beware,2020-11-27T15:47:18.000Z,838,-0.30724206349206346
Excellent online retail experience,5,excellent online retail experience discount impressive refund process highly recommend,2020-11-27T15:41:54.000Z,111,0.7333333333333334
I was stolen by Nike,1,steal nike nike steal euro return item money refund nike also state return item back disappoint year buy nike product last time,2020-11-27T15:35:08.000Z,257,-0.26
Horrible customer services,1,horrible customer service seem nike lie u take money place order notice put wrong size basket min pay try cancel order couldnt tell would send back product refund exchange pick pack ship take place horrible company could nothing sort,2020-11-27T11:13:21.000Z,420,-0.625
The biggest sneaker company in the…,1,biggest sneaker company world also cheap company buy sneaker yet offer cent pair sneaker good customer ask deny,2020-11-26T18:52:15.000Z,206,0.55
Dear Nike,1,dear nikeif make discount first check server payment system almost day try buy pair shoe payment system work try different card result open new account result also call customer service try buy didnt work say try h tire still problem talk customer service online say must wait h look like fake discount show people something black friday big shame nike big shame,2020-11-26T18:15:18.000Z,567,-0.015025252525252527
