review_title,cust_name,cust_location,cust_reviews,cust_rating,cust_review_text,seller_response,date_experience
Best kayaking experience!!!!,Happy,US,1,5,Best kayaking experience!!!!! The owner and guide were wonderful and friendly. Insured our safety and fun. We saw amazing wildlife - 16 inch conch shell which I got to hold as well as starfish. The journey was beautiful and guide was so knowledgeable. The guide even takes pictures of everyone which is shared FREE to download. Will be using the pics for my next holiday card :),False,"December 12, 2023"
Easy kayaking experience in the mangroves,Jana,US,1,5,"Was looking for something to see/learn in the surrounding area, didn’t take all day and involved water.  Reserving our time was a breeze.  Chandler was our guide.  He was already at the launch site and set up.  He was very personable, told funny stories, dad jokes and knowledgeable about the surrounding area.  He gave us ideas on where to each lunch also! It was an easy kayaking experience and would recommend to anyone.  Glenn, the owner was there at the launch site at the end to help Chandler put away the kayaks.  (Was probably there to set up also).  He was nice and introduced himself.  Would definitely do this again.",False,"July 09, 2024"
Go ahead and book Paddle Marco!,Lisa,US,3,5,"Glenn and the crew at Paddle Marco made our outing perfect! With the ease of booking a kayak and the streamlined process to get us in the water (and out), we had no complaints. The equipment was in great shape. We felt secure in paddling on our own from Capri with the map and tips we were given. Their prices are the lowest around; actually, we would've been skeptical booking except we'd previously used them for a guided tour, so we knew they were a good deal and not some shady outfit. Highly recommend Paddle Marco!",False,"February 09, 2024"
Nice guided tour with through the mangroves,Ken M,US,1,5,"3 of us spent a very nice 2 hours on the water, with Chandler as our guide. Although the winds made the paddling a little more of a challenge, it was fun and interesting to paddle through the tunnels and learn a little about the habitat.  Kudos to Chandler for making the trip enjoyable.",False,"April 12, 2024"
Our tour guide was awesome,Russell,US,1,5,"Our tour guide was awesome, very knowledgeable about our surroundings and the animals amongst us. This happened to be a tour with just my family of 4 so he made it extra special. This was our favorite excursion on our trip, relaxing and yet you still get some exercise. I highly recommend Paddle Marco to anyone at any age.",False,"January 01, 2024"
We had a great time,The H Family from Seattle,US,1,5,"We had a great time! Chandler was our guide. He was knowledgeable, funny and courteous. Couldn’t be happier with our guide.P.s, Chandler, if you see this, remember we chatted about python as an invasive species? Just to let you know we saw a gator eating a python in shark valley in the afternoon on the same day!",False,"December 23, 2023"
Awesome experience!,Louis,US,1,5,"The staff was incredibly helpful and friendly from the moment we arrived. Our guide, Lew, was awesome and catered to the needs and skill levels of each kayaker. He was very knowledgeable of the area and gave some great information about the mangroves that made the experience even more enjoyable. I highly recommend Paddle Marco!!!",False,"March 04, 2023"
The Mountain Air: Wonderful Humans & A+ Outdoor Advice!,"Matt P. (SLO, CA)",US,3,5,"It is a privilege for a town as small as SLO to have a store as awesome as The Mountain Air! I specifically love their curated selection of hiking shoes & socks. I also love the fact that they demo gear; my wife & I hiked up Cerro San Luis with demo hiking poles, and this convinced us to make poles part of our hiking kit (making longer hikes much more enjoyable). Anyhow, if you haven't popped into the store you should...the owner & staff are wonderful humans on top of providing A+ outdoor advice! :)",False,"November 24, 2024"
Costumer service was great,Byron Calvert,US,2,5,Costumer service was great,False,"December 27, 2024"
THE BEST customer service!,Kristin Eldridge,US,2,5,We love the amazing customer service on TMA! There is always someone to help find the perfect gear for our family! : ),False,"November 24, 2024"
Great small town store with amazing…,vik tiku,US,1,5,Great small town store with amazing service/knowldge. They have a great selection and high quality items.,False,"November 24, 2024"
Super knowledgeable and helpful staff…,Graham Updegrove,US,1,5,Super knowledgeable and helpful staff helped me with my snowboard and gear purchase.,False,"November 24, 2024"
I found a wonderful bargain and was…,Mart,US,2,5,I found a wonderful bargain and was delighted to hear I had points saved to help pay for my purchase.I love supporting local businesses who give back to the community and this is one of themThank You,False,"October 25, 2024"
Fitting for ski boots!,NANCY BADRIGIAN,US,4,5,"I met Jonah who was extremely knowledgeable about sizing ski boots. I tried on two different sizes and brands.Jonah was very thorough in making sure that my feet were fitted correctly and I was so pleased to purchase my boots, adjust my binding’s and then have my ski’s wax. I feel so good purchasing them from Mountain Air, where service and quality can be found.",False,"November 25, 2023"
Helpful and friendly.,Wes Rowland,US,1,5,"Knowledgeable staff, friendly and always find the balance of letting me wander around the store and helping when I need it. I always enjoy visiting and purchasing what I need at Mountain Air.",False,"September 24, 2024"
Very knowledgeable staff of enthusiasts,steve kimball,US,2,5,"There are very few true sporting goods stores left where the person selling the equipment actually uses the equipment. The Mountain Air is one of those places. I've been skiing for 40 years, I have never had such a comprehensive boot fitting. Great service and very helpful explaining the newer tech and the differences from my older equipment and what I could expect.  I live in San Diego, this was worth the 5 hrs drive. Very knowledgeable staff of enthusiasts",False,"November 25, 2023"
Jonah in the ski department was extremely knowledgeable!,Camille Zuliani,US,1,5,Jonah was very knowledgeable about ski and snowboard gear and thoroughly answered all my questions. He was great at recommending and sizing my first set of ski boots to fit my feet perfectly; I can confirm he did a great job after my feet and ankles not hurting after my ski trip like they usually would with rentals. Thanks Jonah!,False,"January 25, 2024"
Great customer service!,JA Adams,US,2,5,"I bought hiking poles, which I had only looked at online. Ella was terribly helpful with explaining the various options & when she didn't know something - she got another staff member to explain.Great customer service! Thanks.  I'll be back ;)",False,"September 26, 2023"
Great customer service.,CHRISTIANA SUNDERLAND,US,1,5,"Someone always acknowledges, welcomes, and offers assistance when I first walk into the store. They make finding and trying on shoes a breeze, and I love that I can rent gear here.I also appreciate that it's a smaller store and that I'm not overwhelmed or distracted with a ton inventory. They have what I need which allows me to get in and out in a timely manner.",False,"September 26, 2023"
Mountain Air is just the finest,Andrea,US,3,5,Mountain Air is just the finest. The salespeople are knowledgeable about all of the lines! They are cheerful and the best! I will always shop there—I love the parking convenience-never move-ever!,False,"September 26, 2024"
I had put in a special order,Thor Larsen,US,2,5,"I had put in a special order, they received the items in a very timely manner, reached out to me (I didn't need to follow up), and they were great at pickup/pay time.  A good experience all around.",False,"August 25, 2024"
Discreet and helpful customer care.,Bev.,US,1,5,After initial assistance Jonah gave me space to check out sunglasses on my own. He was clearly knowledgable about the products and answered all my questions. He even suggested I go outside to try the glasses on to compare effectiveness in blocking glare.,False,"July 24, 2023"
We love The Mountain Air,Andy Pease,US,1,5,"We love The Mountain Air! Friendly, helpful staff and fun, quality gear. And it's great having the Switchback option, for environmental stewardship (new life out of gently-used clothing and gear) and cost savings.",False,"February 24, 2024"
Mountain Air Sports. The place to go!,John nightingale,US,7,5,"Mountain Air has always been my go to place for all outdoor needs. Cloths, equipment and most of all great advice on every need. The service, price, and selection far exceeds my expectations. Local, friendly and willing to take care of every need flawlessly is a trademark. For every outdoor need, it is hard to beat Mountain Air Sports!! ( Now they have a store next door where you can buy and sell used cloths and equipment).",False,"December 27, 2023"
Always helpful and friendly. Small town vibe.,t  phillips,US,2,5,"Always helpful, polite, friendly and knowledgeable about their products.I visit them throughout the year but mostly during skiing season as their shop is a great place to purchase from, get rentals, repairs and industry information.My family loves Mountain Air!",False,"January 25, 2024"
The Mountain Air is always a great…,Karen Davidson,US,1,5,The Mountain Air is always a great shopping experience. Nice people work there. They are experienced and easy to talk with. They usually have what we are looking for or will order it. They are locally owned and that keeps us coming back!!,False,"June 24, 2024"
A Non Judgmental Shop,Jeannie Cross,US,1,5,"One of the things I love about TMA is how comfortable they make me. I am not an extreme mountaineer, but I am a lover of the outdoors, a car/tent camper, and a novice skier. TMA embraces and supports all levels of outdoorsmen/women, and for that I am grateful.",False,"December 26, 2023"
Great Experience,LL,US,1,5,"Never heard of StickHawk but found them online.  Took a chance and bought a ""new"" wedge advertised at a significantly lower price than anyone else.  Free shipping and arrived unbelievably fast, still wrapped in the manufacturer's plastic.  Will definitely visit again!",False,"December 09, 2024"
Unexpectedly pleased!,John Staton,US,1,5,"Great service, on time delivery, and quality merchandise are the reasons I am pleasantly pleased with your firm.  Well done!",False,"December 10, 2024"
Exactly what was said in description of…,Tim Crosby,US,1,5,"Exactly what was said in description of clubs,,,,very fast and free shipping",False,"December 16, 2024"
Very pleased with the club and the prompt delivery,Andrew Burt,US,1,5,Very pleased with the club.  Excellent condition as was advertised.  Pleased with the prompt delivery.  Expect to do future purchases with StickHawk.,False,"December 09, 2024"
I realize that I was buying a vintage…,Darren Collupy,US,2,3,"I realize that I was buying a vintage set of irons in as is condition.  I looked at the pictures provided of the clubs.  I found the condition of the 7 iron and the sand wedge to be very worn on the face and not playable. The other clubs were fine.  I think your description of ""good condition"" was inaccurate.","We are so sorry the clubs did not arrive to your satisfaction. If you log into your account on stickhawk.com and initiate a conversation, we can work with you to find a solution that satisfies; whether you keep the clubs and we issue you a partial refund, send the clubs back and we can issue you a full refund, or something else, we will do whatever we can to make this right. Reach out, we look forward to hearing from you.","November 22, 2024"
Fast shipping great product!,Andy Nelson,US,1,5,,False,"December 31, 2024"
There was an issue of getting my order…,Mark Scott,US,1,5,"There was an issue of getting my order but not my payment which was rectified immediately.  When I thought the first one didn't go through, I did a reorder and it went through ok and then the first order also went through.  So, I cancelled the first order as it had not yet shipped. Also, when I spoke to the representative, he was very knowledgeable and explained the process.",False,"October 17, 2024"
Responsive to my questions,Douglas Story,US,1,5,"Responsive to my questions.  Perfect product, great price, quick delivery, well packed.",False,"December 06, 2024"
Awesome experience. Even Better Clubs.,Colin Riley,US,1,5,Awesome experience. Shipping was extremely fast. Scanned the internet for days and could not find better prices. Clubs came exactly as described and i think the condition score on their website was very accurate. Ended up with nearly new full set of irons for way less than a brand new set.Candidly I will probably never buy new again. Will be using Stickhawk for all club purchases in the future.,False,"August 26, 2024"
Shipping was fast and product came in…,Abbie Asher,US,1,5,Shipping was fast and product came in great condition! Will definitely be utilizing StickHawk again in the future for my golf needs.,False,"November 08, 2024"
The Best Online Golf Store,Lenny,US,2,5,"StickHawk had rangefinders marked far below Facebook marketplace asking, eBay, second swing, and even below my 9 hole score despite not being that bad at golf. It arrived in good time and was right on when I used it. I couldn’t be happier and would recommend StickHawk to anyone looking for great golf gear at an even better price!",False,"April 22, 2024"
First Time Customer,Chip Luttrell,US,1,5,Ordered two clubs and your description of them were exactly what I anticipated and received. Clubs arrived quickly and used them in my round today.  I was so pleased with clubs I ordered an additional club. I’ll be making StickHawk my go to place in the future.,False,"September 18, 2024"
Good transaction,"Washington, Adam",US,1,5,Good pricing.  Super fast shipping,False,"December 24, 2024"
I ordered a new shaft for my Big Bertha…,Coke,MX,2,5,"I ordered a new shaft for my Big Bertha 23 driver and StickHawk delivered exactly what I ordered, perfect condition, on time, and it was wrapped and boxed extremely well.  StickHawk is my new 'go to' website!",False,"September 11, 2024"
Thank you Stickhawk for your perfect replacement. Service and shipment were above and beyond expectations. Thank you so much.…,Patricks Hughes,US,3,5,Lost my Ping wedge on golf course this summer.Thank you for the exact replacement.I am very happy with Stickhawk.,False,"November 26, 2024"
The product got to my house within 48…,Brent Johnston,US,1,4,The product got to my house within 48 hrs after my purchase and actually looked better in person than on the picture.Very satisfied with the product and how quickly I received my order.,False,"September 10, 2024"
Best selection of previously owned…,M HARAS,US,1,5,Best selection of previously owned clubs on any of multiple sites I checked.Golf club's Good Condition was better than expected. Order was processed and shipped same day.Shipping was fast.,False,"April 10, 2024"
Two orders - Both great experiences.,David Blade,US,2,5,"This is for my second order from StickHawk. Actually both. I purchased a putter and a fairway wood in 2 separate orders. They were both delivered within a couple day, in the condition described, and both at a very fair price. I am a happy customer and will be back.",False,"July 03, 2024"
Awesome Lightly Used Clubs,Happy customer,US,3,5,Stickhawk is a great source for quality used golf clubs at for a great value!,False,"December 13, 2024"
My order arrived right on schedule and…,Daniel Haug,US,1,5,My order arrived right on schedule and the club was in better condition than advertised.,False,"December 02, 2024"
I honestly had never heard of Game…,Kevin Scott,US,1,5,I honestly had never heard of Game Ready before this purchase. I placed my order on a weekend and wondered if I just might of got scammed. That was not the case at all. I contacted them Monday first thing and confirmed my order. It even arrived way earlier than expected. The product was in great shape and I'll definitely do business with them again.,False,"December 04, 2024"
Great prices and Customer Service,Jo Maldonado,US,1,5,Great prices! Great customer service! I purchased the wrong size bat and was able to exchange without a problem. Thank you for making the process effortless. My son is going to love his new bat!,False,"December 05, 2024"
Excellent!,Paul Pedrego,US,2,5,I had an excellent shopping experience on this Game Ready Sports! What stood out the most was the incredibly helpful and responsive staff. They went above and beyond to assist with my inquiries and ensured I had everything I needed. Highly recommend!,False,"October 31, 2024"
Bat came quick and perfect brand new…,Brian Matteo,US,1,5,Bat came quick and perfect brand new condition boxes safe,False,"December 02, 2024"
Excellent from order to delivery.,Laurie Rowe,US,2,5,"I was worried about ordering from here because I had not heard of Game Ready before, and I wasn’t completely unnerved until it arrived at my door. I had nothing to worry about though. Ordering was easy. The price was perfect. And I got emails it was coming and delivered. Great experience.",False,"October 25, 2024"
We only purchase our bats at Game Ready…,Dana Powers,US,1,5,We only purchase our bats at Game Ready Sports. Very pleased with the customer service and prices.,False,"November 25, 2024"
Great Company,Eli Palomo,US,3,5,"First time using this company ordered my daughter some new catcher gear super fast shipment. The gear was perfect helmet was a little bit big called customer service spoke to Mark. Extremely nice, knowledgeable and help me out. Will be using them again and everybody else should.",False,"August 26, 2024"
Cheapest price I could find on the bat,Kirby Shrader,US,1,5,Cheapest price I could find on the bat. Delivery was quick and item as described.,False,"December 01, 2024"
Phenomenal Customer Service,STEPHEN HANNAN,US,1,5,"I messed up my order. And I got in the chat with Mark. He was phenomenal. Then on another order, I noticed shipping was delayed, I got Mark in chat again, and he took care of everything. He alone made using this company worth my while! I highly recommend using gamereadysports for the customer service alone!",False,"September 14, 2024"
I felt this purchase was really great,George Espinoza,US,1,5,"I felt this purchase was really great.  Everything showed up alot sooner than initially projected.  The quality of all the items was on point.  The communication with delivery dates and times was updated frequently.  The price of all the items was better than any company I researched.  Overall, this company did an amazing job with the entire order from start to delivery.  I definitely will be ordering again from this company.",False,"June 15, 2024"
Don't hesitate with this company!,RLB,US,1,5,Extremely fast shipping.  Exact product as ordered.  Even provided warranty paperwork for bat purchase.Would highly recommend over any other online sports stores.Thanks for an excellent experience in providing my daughter's new bat!  She absolutely loves it.,False,"February 16, 2024"
Great prices/ Great service,Frederick Milner,US,1,5,I was a little skeptical about ordering a bat from this site but after reading the reviews I went ahead and ordered and I’m glad I did!  Great prices and got my order well ahead of schedule!!!I would definitely order from here again!,False,"August 28, 2024"
Customer service was great and very…,Justin Teasley,US,1,5,Customer service was great and very knowledgeable. Shipping was quick as well! I will definitely do more business with Game Ready in the future for all baseball and softball purchases. I highly recommend.,False,"August 04, 2024"
Order took a bit but was within the…,Thomas Smith,CA,1,5,Order took a bit but was within the window they gave me.  I even followed up and customer service provided a precise update.  Nothing but positive things to say about them.,False,"August 22, 2024"
This is my second purchase thru Mark…,Jessica Perry,US,3,5,This is my second purchase thru Mark and it’s always been a great experience. Will contact him for all our future purchases!,False,"September 16, 2024"
Happy Customer,Thomas Johnson,US,1,5,I was very hesitant buying from this site because their prices were too good to be true. I went ahead and purchased the Easton catcher's gear for my daughter after reading the reviews. I am very happy with my purchase. I received the gear within days and came back to order more items for Christmas. Thank yall so much.,False,"December 10, 2023"
"Product same as advertised, bye bye box store!",Michele Moore,US,1,5,My grandson paid half and was completely satisfied with the AllStar catchers gear. He said buy here and you will be happy you did. Shipping was quicker than posted delivery. Thank you!!,False,"May 09, 2024"
Timely responses to return and order…,Wilhelmina Rubio,US,3,5,Timely responses to return and order the correct equipment. Arrived on time. Easy company to work with.,False,"October 14, 2024"
Trustworthy,Chelsea Lorimor,US,1,5,"I was skeptical at first because I don’t typically buy things online, however, the bat came in just a few days. It was wrapped several times to protect it from any damage with shipping. We are really happy.",False,"October 01, 2023"
Made a mistake on my order and they…,marvin santiago,US,1,5,Made a mistake on my order and they fixed it within the hour and shipped my order out the next dayWill buy from here againGreat customer service and fast shipping,False,"September 02, 2024"
Belt came out better than expected…,Julio Melgoza,US,1,5,Belt came out better than expected looks amazing. Cannot wait to show it off to the league.,False,"December 27, 2024"
As a lifelong wrestling fab,Brice Deleon,US,1,5,"As a lifelong wrestling fab, I wanted something to commemorate my favorite wrestler's achievements. This wrestling belt is perfect tribute! The craftsmanship is top-notch, and it looks just like the belts worn by the pros. It's sturdy and stylish and makes for an amazing collector's piece.",False,"November 27, 2024"
I bought this belt as a trophy for my…,Angelice Quinones,US,2,5,"I bought this belt as a trophy for my fantasy football league, and it'  s the best league prize we'  ve ever had. The belt looks fantastic, with crisp engravings and a sturdy leather strap. It'  s become a highlight of our annual draft day celebration!",False,"November 27, 2024"
We ordered several custom boxing title…,Radson Almada,US,1,5,"We ordered several custom boxing title belts for our night event, ans they were spectacular. The detailing was flawless, qje the feedback from fighters was incredible. A real showstopper and perfect for any boxing event.",False,"November 26, 2024"
Our sales team loves receiving these…,John James,US,1,5,"Our sales team loves receiving these custom belts as awards. The quality is unmatched, and the designs are always tailored to our company's branding. A great way to motivate and celebrate achievement in our sales force!",False,"November 11, 2024"
We ordered several customer military…,Alexander Graham,GB,3,5,"We ordered several customer military awards belts for our squadron, which were perfect. The craftsmanship and quality are exceptional. The personalized details make these awards stand out. The recipients were thrilled; it was a great way to honor their achievements.",False,"November 19, 2024"
Ordered a custom fantasy football…,John James,US,1,5,"Ordered a custom fantasy football championship belt, and it's exactly what we wanted. The attention to detail is amazing and stands out in our league. The belt is sturdy,well-made, and a great piece of memorabilia!",False,"November 09, 2024"
Our basketball team had a custom…,Frank Bender,US,2,5,"Our basketball team had a custom championship belt made to celebrate our win, and it was perfect. The design was done exactly how we envisioned, and the quality is second to none. A great way to  commemorate our victory, and the guys love it!",False,"July 14, 2024"
I ordered a custom boxing belt for my…,Jeck Spencer,US,1,5,"I ordered a custom boxing belt for my gym's annual tournament, which was perfect. The team worked with me on the design, and it arrived quickly. The belts look professional and has a heavy, high-quality feel to it. We were all impressed with the attention to detail. A great investment!",False,"October 14, 2024"
We wanted something special to…,Jens Krieger,US,1,5,"We wanted something special to recoginzer top performers in our company, and these corporate awards belts were exactly what we needed! Customising them with our logo was esay,and the finished product made our awards ceremony extra memorable. Employees loved receiving them.",False,"July 12, 2024"
Couldn't be happier with my custom…,Juan,US,7,5,"Couldn't be happier with my custom boxing title. The design team was incredibly responsive to my ideas, and the finished product was exactly what I envisioned. The plates shine great, and the leather strap is comfortable and durable. Perfect for any boxing enthusiast.",False,"October 14, 2024"
Our company wanted something unique for…,Maggie,US,4,5,"Our company wanted something unique for employee recognition, and these custom corporate belts were the perfect solution. The process was seamless, and the final product was stunning. A great way to elevate our employee recognition program!",False,"November 27, 2024"
I really appreciate this site it is…,Katariya Jones,US,1,5,I really appreciate this site it is really amazing and i bought belts from this. My order arrived on time and it is very well packed. Also the quality is good.,False,"November 26, 2024"
National- Armed Forces PB&J Classic Event,Matthew Weathersby,US,1,5,"On April 2nd,  in celebration of  National Peanut Butter and Jelly Day, I organized the Armed Forces PB&J Classic. Our fundraiser, involves 2-person teams of active duty U.S. military service members in a good old fashioned PB&J sandwich eating competition.  I worked with ARM CHAMPIONSHIP BELTS in designing a one-of-a-kind belt that honors all 6 branches of the U.S. military.  The 11.5 pound championship belt looks fantastic and without a doubt, the belt was the focus of attention.  Thank you, ARM CHAMPIONSHIP BELTS, you guys are truly professionals. Matt W.",False,"April 06, 2024"
Great product,NPS,US,1,5,Great product! The team is easy to work with and communicated very well. Highly recommend using this company. You won’t be disappointed!,False,"October 23, 2024"
Retirement Belt,Johnathan Bertini,IT,1,5,"From the beginning the experience was solid! E-mails were answered quickly, and my design came together just as i envisioned it. Updated were provided along the process and it was shipped and delivered very quickly. The quality of the work is absolutely amazing. All the details from my designs were perfect and as I requested. The belt is thick and heave, a better quality than I expected actually. I would recommend. Thanks Abdul for the whole experience.",False,"May 06, 2024"
Thrilled with my championship belt,Alvaro Albert,US,1,5,"Thrilled with my championship belt! The quality exceeded my expectations, and the level of detail is incredible. The belt feels solid and laxurious. Costomizing it was smooth, and the could accommodate all my requests. Highly recommend it to anyone looking for a unique piece of memorabilia!",False,"July 04, 2024"
Intercontinental championship belt,Howard A Lee,US,2,5,The belt is absolutely beautiful. It has a nice weight to it. And real leather strap. Not pleather.Everyone I talked to is very helpful and kept in constant contact.I had a couple of custom options I wanted done and they were able to fulfill that for me perfectly.Highly recommend.,False,"August 16, 2024"
Wheel of Fortune WWE Week Championship Belt,Grant Salzano,US,2,5,"I can't recommend ARM belts enough. Abdul worked with me from start to finish on the design from scratch (literally starting from my little doodles on 8.5x11 paper), even with my many many little changes to make everything just the way I wanted it, and I could not be happier. The design was exceptional, the build quality was exceptional, the service was exceptional.I ordered my custom belt to commemorate winning Wheel of Fortune's 2023 WWE Week Tournament, so you can look that up and see that I'm a real person who ordered a real belt. This is a great company, Abdul runs a great business, and if I ever need another belt I won't be going anywhere else.",Thank You for your feedback!,"March 30, 2023"
ARM Championship Belts provided our…,Destinee Harrell,US,2,5,"ARM Championship Belts provided our league with amazing football belts that were a huge hit at our awards ceremony. The fantasy football championship belts they offer are stylish and incredibly well-made. The engravable championship belts we ordered was perfectly customized, making our event even more special. Their attention to detail and dedication to quality are truely unmatched. If you're in the market for premium championship belts, ARM Championship Belts Is the place to go",False,"August 10, 2024"
My Zumba Basic Course,Patti,US,2,5,"I did my Zumba Basic course with Joy Smith yesterday in San Jose. It was such a wonderful experience! Joy is an amazing, accomplished ZES. She is very well prepared and organized and very well-versed in the Zumba Brand. She shared with us about herself and we were blown away! Very honored to have her for our instructor. My class mates were fun, interesting and sweet. We had a good rapport. I'm still on a high from my class experience and I'm a Zin now!!",False,"January 04, 2025"
Great organisation to be a part of,Danielle Wansborough,AU,1,3,Great organisation to be a part of. I would appreciate it if the optional additional trainings were also available on demand as I wanted to train for Zumba kids from the beginning but now can’t seem to access this as it’s not available in my area,False,"January 04, 2025"
A memorable experience,Gzlan,AE,2,5,"I enjoyed the online training learned a lot aboutthe dancing moves and how they inspire the moves from, but I hope that the dance explanation clips are shorter so the trainers can replay the video if they needs to practice more, because most of the applicants for the program have long experience in Zumba. Also, i hope to include new Zumba songs in the training. The explanation is very good for all beginners, but I wish that the training was with Beto. we love him so much ♡",False,"January 01, 2025"
"Making it basic, fun, simple & empowered to teach!",Angel Jacobs,US,1,5,This training offered a simple process. The guidance of the instructor was key for steps being learned and the time was more than adequate for each with review and options to practice. Personal attention was given to all and constant feedback assisted our progress.,False,"December 29, 2024"
I love Zumba and I loved the B1 Course,Sara Serenelli,CA,1,5,"I love Zumba and I loved the B1 Course, my teacher Edith Bernier was amazing and very inspiring.",False,"January 04, 2025"
A great day out,Darren,GB,10,5,It was a great day - good fun with interesting instructors who brought real enthusiasm to the course.,False,"January 04, 2025"
Great Experience,Alec Pascal,CA,1,5,"Great experience learning the zumba style and method. The instructor Maria Browning was super friendly and informative, highly recommend her. Definitely a highlight of my day (although it was also most of my day haha)",False,"December 29, 2024"
Complete course!,Ramona Enache,RO,1,5,"I enjoyed the course from the first class, everything is very well explained and showed in practice. The videos are fun and full of energy and that made me repeat spme classes 😉.Can’t wait to start practicing!",False,"December 30, 2024"
Bad experience that you cannot get rid of...,MM,CH,1,1,"Installed their application on the phone, in a few days understood that it is not useful if not subscribed, and decided to remove the account and uninstall the application. Here is where things went south.Besides that they are sending few emails every day, it is not possible to get rid of them.Account is not deleted via application, via contacting support, even simple unsubscribe of the emails is not working. Trying to remove their account for 2 months now. Nightmare. Never again.",False,"December 22, 2024"
It was so much fun learn the right way…,Charlyn Jemino,HK,1,5,It was so much fun learn the right way to dance zumba i am greatfull to attend basic training excited to learn for b2 training,False,"December 29, 2024"
Karla is Phenomenal!,Robyn Tanner,US,1,5,Karla was great. Super informative. Nice. Easy and open to talk to and learn from. She was obviously athletic and fit the role of a Strong Nation leader which is important to me. It was a great experience online and loved the training program itself! Definitely recommend it to include in your certifications and levels of  investment for your classes and trainings. It brings a sense of power and peace to the participant and is a great complement to other group fitness classes.,False,"December 20, 2024"
Not exactly what I expected of a practical instructor training day,K. de Wit,NL,2,2,"The B1 training day was for sure very informative. Though I missed a lot of things in this training: 1) More dancing time as the day was quite passive for a instructor training (20 minutes of zumba dancing on the whole day, so no balance in theoretical-practical part. We were hinting to the ZES trainer we wanted to dance more during the day, but this has been ignored); 2) making your own playlist and testing out the different outcomes (how to create the ideal playlist? --> more tips were welcome!); 3) dancing on some songs of the newest release (so you know what you're missing out when you don't have ZIN); 4) practising with cueing (this part was very theoretical, not practical at all while I was hoping for that to be. If I want theory, I can get that on the B1 review videos and the manual); 5) the training day was way shorter than communicated (the sign in page said the day would be from 8AM till 4PM. At the end the day started at 9AM and was finished i a rush at 3PM, so 2 hours less).Something I liked was breaking up the core steps of each style, so we can perform them better and give better instructions to our class. During that moment we were also given opportunities to ask whatever we wanted to know, what created some depth in the program.I also like the moments where you could speak to other future zumba instructors who were too attending this training day.I definitely could use the new information in my future classes, but the manual and review videos of the training gave also a lot of the same information. I was missing some in depth quality which I expected this training would capture. More balance between practical and theoretical parts would give this training day a much more higher value.At last I'm happy to be licensed now to create my own zumba parties for real.",False,"December 21, 2024"
Online Zumba Certification review,Karen Guerrero,US,1,5,2nd time taking thisOne in person and one most recent online!Both great experiencesOnline felt like more of an earnedCertification- loved the at your own paceand with the 30 day deadline.Instructor was very consistentAnd informative.  Printable references is great also!Thank you!,False,"December 18, 2024"
"Energetic coach, great day",Hernandez,CW,5,4,"Energetic coach, funny and really good.. I would have loved to have done more Practical stuff to make sure we put a little bit in practice of what we learned. For example. Let us do en 30 seconds song preparation and then to this in front of the group to see if it works. It was a lot of information and you have to do the practical stuff yourself when back at home.",False,"December 21, 2024"
Training STRONG BY ZUMBA was a great…,Joy  Estillore,PH,1,5,"Training STRONG BY ZUMBA was a great experience, full of exciting moment.The moves are great and challenging, the Master Trainer are so frindly, humble and very positive person enough for us students to learn more and be motivated. I am ao happy doinf this kind of training meeting new people in different places was such a blast. Gives me a total of challenging task as a student and to be future instructor too . Thanks to everone. God Bless Us",False,"December 14, 2024"
The Zes Eya Attia is the best,sarah nihad karadaniz,DZ,1,5,The Zes Eya Attia is the best . The way she transmits the info and connects with the instructors to be is just amazing. Her energy is incredible and her kindness is unique . I’m so glad that I’ve had the chance to make my dream of being a ZIN come true and being supervised and oriented by Zes Eya is a hug honor for me🥹🥰,False,"December 20, 2024"
Excellent program,marisela mendez,PR,1,5,Flexibility of completing at my own pace...Easy to folllow....,False,"January 02, 2025"
Loved it,Natalie Bedoya,US,3,5,The training was well paced with lots of great instruction videos and guided PDFs.,False,"December 31, 2024"
Valeriia is extremely knowledgeable…,Aimee Long,US,1,5,"Valeriia is extremely knowledgeable with the Zumba program and provided us with great knowledge, making the long training day fun and exciting providing us with the Zumba training tools and education to succeed as an Zumba instructor!! Kudos to Valeriia!!! 💯 Great Job!!",False,"December 15, 2024"
This training exceeded my expectations,MARIA MALAVE,US,2,5,"This training exceeded my expectations! I learned moves, cues, steps, Zumba basics, information , music, beats—and the energy was so real! The instructor’s knowledge and enthusiasm were incredible, and she passed it all on to us! So looking forward to more training with her",False,"December 15, 2024"
Clean and intuitive website,Michael Garvey,US,1,5,Clean and intuitive website. Purchase confirm came quickly. Good page resolution speed. Uncluttered. Optimized for cell phone use-nice. Staff email replies are quick. It appears inventory control is coordinated with listings.Good job and easy to order from. I'll review the product after it arrives.,False,"December 30, 2024"
I ordered the wrong front rifle rest &…,Rick Zamora,US,1,5,"I ordered the wrong front rifle rest & Gina Williams responded to my note immediately! She let me know I would receive my refund in 48 hrs & it happened! I'm expecting the correct rifle rest today with windage adjust. Great service ! Will buy again, thanks Rick Zamora.",False,"December 30, 2024"
I have ordered several things from…,David Thompson,US,4,5,"I have ordered several things from creedmoor sports and it always been fast delivery . Ordered a garmin chronograph , they sent it fedex 2nd day delivery . No charge . So im very pleased with them",False,"January 02, 2025"
